level_0,index,doi,sc_title,sc_issn,sc_pub_name,sc_vol,sc_issue,sc_page_range,sc_abstract_api_endpoint,sc_human_url,sc_pub_date,sc_open_access_status,sc_query_used,sc_author_id,sc_author_given_name,sc_author_last_name,sc_author_affil_id,sc_author_affil_indexed,sc_grant_text,sc_funding_text,sc_funding_agency,sc_author_indexed_name,sc_abstract_text
5,5,10.1086/716560,Goods and factor market integration: A quantitative assessment of the eu enlargement,00223808,Journal of Political Economy,129,12,3491-3545,https://api.elsevier.com/content/abstract/scopus_id/85110489524,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85110489524&origin=inward,2021-12-01,False,https://api.elsevier.com/content/search/scopus?cursor=*&count=200&query=ISSN%2800223808%29&date=1990-2021,24537426500,Fernando,Parro,60001439,"Pennsylvania State University, USA",SCOPUS FAILURE,"Schott, Daniel Sturm, Sharon Traiberman, David Weinstein, three anonymous referees, and many seminar participants for useful conversations and comments. Luca David Opromolla acknowledges financial support from FCT—Fundação para a Ciência e Tecnologia (Portugal) and national funding through research grant UIDB/05069/2020; he also thanks the hospitality of the Department of Economics at the University of Maryland, where part of this research was conducted. Opromolla is also affiliated with the CEPR (Center for Economic Policy Research), the CESifo (Center for Economic Studies and ifo Institute for Economic Research), the Ostrom Workshop, Economics for Policy at Nova School of Business and Economics, and UECE/REM-ISEG. The analysis, opinions, and findings represent the views of the authors; they are not necessarily those of Banco de Portugal or the Eurosystem. This paper was edited by Ali Hortaçsu.",SCOPUS FAILURE,Parro F.,"© 2021 The University of Chicago. All rights reserved.We build a multicountry dynamic general equilibrium model to study the economic effects of the 2004 enlargement of the European Union. In our model, trade is costly and households of different skills and nationalities face costly forward-looking migration decisions. We exploit the timing of migration policy changes to identify the changes in migration costs. We find that the changes in migration and trade policy resulted in aggregate welfare gains but with heterogeneous effects across skill groups. We study the interaction between trade and migration policies and highlight the importance of trade for quantifying the welfare and migration effects of labor market integration."
5,5,10.1086/716560,Goods and factor market integration: A quantitative assessment of the eu enlargement,00223808,Journal of Political Economy,129,12,3491-3545,https://api.elsevier.com/content/abstract/scopus_id/85110489524,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85110489524&origin=inward,2021-12-01,False,https://api.elsevier.com/content/search/scopus?cursor=*&count=200&query=ISSN%2800223808%29&date=1990-2021,55372543500,Luca David,Opromolla,60004923,"North Carolina State University and Banco de Portugal, USA",SCOPUS FAILURE,"Schott, Daniel Sturm, Sharon Traiberman, David Weinstein, three anonymous referees, and many seminar participants for useful conversations and comments. Luca David Opromolla acknowledges financial support from FCT—Fundação para a Ciência e Tecnologia (Portugal) and national funding through research grant UIDB/05069/2020; he also thanks the hospitality of the Department of Economics at the University of Maryland, where part of this research was conducted. Opromolla is also affiliated with the CEPR (Center for Economic Policy Research), the CESifo (Center for Economic Studies and ifo Institute for Economic Research), the Ostrom Workshop, Economics for Policy at Nova School of Business and Economics, and UECE/REM-ISEG. The analysis, opinions, and findings represent the views of the authors; they are not necessarily those of Banco de Portugal or the Eurosystem. This paper was edited by Ali Hortaçsu.",SCOPUS FAILURE,Opromolla L.D.,"© 2021 The University of Chicago. All rights reserved.We build a multicountry dynamic general equilibrium model to study the economic effects of the 2004 enlargement of the European Union. In our model, trade is costly and households of different skills and nationalities face costly forward-looking migration decisions. We exploit the timing of migration policy changes to identify the changes in migration costs. We find that the changes in migration and trade policy resulted in aggregate welfare gains but with heterogeneous effects across skill groups. We study the interaction between trade and migration policies and highlight the importance of trade for quantifying the welfare and migration effects of labor market integration."
5,5,10.1086/716560,Goods and factor market integration: A quantitative assessment of the eu enlargement,00223808,Journal of Political Economy,129,12,3491-3545,https://api.elsevier.com/content/abstract/scopus_id/85110489524,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85110489524&origin=inward,2021-12-01,False,https://api.elsevier.com/content/search/scopus?cursor=*&count=200&query=ISSN%2800223808%29&date=1990-2021,57225732782,Alessandro,Sforza,60028218,"University of Bologna, USA",SCOPUS FAILURE,"Schott, Daniel Sturm, Sharon Traiberman, David Weinstein, three anonymous referees, and many seminar participants for useful conversations and comments. Luca David Opromolla acknowledges financial support from FCT—Fundação para a Ciência e Tecnologia (Portugal) and national funding through research grant UIDB/05069/2020; he also thanks the hospitality of the Department of Economics at the University of Maryland, where part of this research was conducted. Opromolla is also affiliated with the CEPR (Center for Economic Policy Research), the CESifo (Center for Economic Studies and ifo Institute for Economic Research), the Ostrom Workshop, Economics for Policy at Nova School of Business and Economics, and UECE/REM-ISEG. The analysis, opinions, and findings represent the views of the authors; they are not necessarily those of Banco de Portugal or the Eurosystem. This paper was edited by Ali Hortaçsu.",SCOPUS FAILURE,Sforza A.,"© 2021 The University of Chicago. All rights reserved.We build a multicountry dynamic general equilibrium model to study the economic effects of the 2004 enlargement of the European Union. In our model, trade is costly and households of different skills and nationalities face costly forward-looking migration decisions. We exploit the timing of migration policy changes to identify the changes in migration costs. We find that the changes in migration and trade policy resulted in aggregate welfare gains but with heterogeneous effects across skill groups. We study the interaction between trade and migration policies and highlight the importance of trade for quantifying the welfare and migration effects of labor market integration."
6,6,10.1086/716105,Coalition formation in legislative bargaining,00223808,Journal of Political Economy,129,11,3206-3258,https://api.elsevier.com/content/abstract/scopus_id/85115143527,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85115143527&origin=inward,2021-11-01,False,https://api.elsevier.com/content/search/scopus?cursor=*&count=200&query=ISSN%2800223808%29&date=1990-2021,57205933566,Marco,Battaglini,60007776,"Cornell University, Einaudi Institute for Economics and Finance, Italy",SCOPUS FAILURE,SCOPUS FAILURE,SCOPUS FAILURE,Battaglini M.,"© 2021 The University of Chicago. All rights reserved.We propose a new model of legislative bargaining in which coalitions may have different values, reflecting the fact that the policies they can pursue are constrained by the identity of the coalition members. As the delay between offers goes to zero, the equilibrium allocation of the model converges to a generalized version of a Nash bargaining solution in which—in contrast to the standard solution—the winning coalition is endogenous and determined by the relative coalitional values. A form of the holdup problem specific to these bargaining games contributes to generate significant inefficiencies in the selection of the coalition. The model helps rationalize well-known empirical facts that are in conflict with the predictions of standard noncooperative models of bargaining."
7,7,10.1086/715849,Directed technical change as a response to natural resource scarcity,00223808,Journal of Political Economy,129,11,3039-3072,https://api.elsevier.com/content/abstract/scopus_id/85114297018,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85114297018&origin=inward,2021-11-01,False,https://api.elsevier.com/content/search/scopus?cursor=*&count=200&query=ISSN%2800223808%29&date=1990-2021,7004726994,John,Hassler,60112612+60028378,"Institute for International Economic Studies, Stockholm University, Sweden",SCOPUS FAILURE,"{'$': 'Foundation, and Riksbankens Jubileumsfond for financial support. The opinions expressed in this article are the sole responsibility of the authors and should not be interpreted as reflecting the views of Sveriges Riksbank. Data are provided as supplementary material online. This paper was edited by Harald Uhlig. 1 See also Hicks (1932) and Drandakis and Phelps (1966).'}",SCOPUS FAILURE,Hassler J.,"© 2021 The University of Chicago. All rights reserved.We develop a quantitative macroeconomic theory of input-saving technical change to analyze how markets economize on scarce natural resources, with an application to fossil fuel. We find that aggregate US data call for a very low short-run substitution elasticity between energy and the capital/labor inputs. Our estimates imply that energy-saving technical change took off when the oil shocks hit in the 1970s. This response implies significant substitutability with the other inputs in the long run: even under ever-rising energy prices, long-run consumption growth is still possible, along with a modest factor share of energy."
7,7,10.1086/715849,Directed technical change as a response to natural resource scarcity,00223808,Journal of Political Economy,129,11,3039-3072,https://api.elsevier.com/content/abstract/scopus_id/85114297018,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85114297018&origin=inward,2021-11-01,False,https://api.elsevier.com/content/search/scopus?cursor=*&count=200&query=ISSN%2800223808%29&date=1990-2021,26023690000,Conny,Olovsson,60017435,"Sveriges Riksbank, Sweden",SCOPUS FAILURE,"{'$': 'We thank the editor and three anonymous referees for invaluable comments and suggestions and numerous seminar participants for feedback. Hassler and Krusell thank Mistra, the Swedish Energy Agency, the Swedish Research Council, the Knut and Alice Wallenberg'}",SCOPUS FAILURE,Olovsson C.,"© 2021 The University of Chicago. All rights reserved.We develop a quantitative macroeconomic theory of input-saving technical change to analyze how markets economize on scarce natural resources, with an application to fossil fuel. We find that aggregate US data call for a very low short-run substitution elasticity between energy and the capital/labor inputs. Our estimates imply that energy-saving technical change took off when the oil shocks hit in the 1970s. This response implies significant substitutability with the other inputs in the long run: even under ever-rising energy prices, long-run consumption growth is still possible, along with a modest factor share of energy."
8,8,10.1086/716104,Comparison of decisions under unknown experiments,00223808,Journal of Political Economy,129,11,3185-3205,https://api.elsevier.com/content/abstract/scopus_id/85114169821,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85114169821&origin=inward,2021-11-01,False,https://api.elsevier.com/content/search/scopus?cursor=*&count=200&query=ISSN%2800223808%29&date=1990-2021,35838500200,Andrew,Caplin,60021784,"New York University, USA",SCOPUS FAILURE,SCOPUS FAILURE,SCOPUS FAILURE,Caplin A.,"© 2021 The University of Chicago. All rights reserved.We take the perspective of an econometrician who wants to determine which of two experiments provides higher expected utility but only knows the decisions under each experiment. To compare these decisions, the econometrician must make inferences about what the experiment might have been for each set of decisions. We provide a necessary and sufficient condition that identifies when every experiment consistent with one set of decisions has a higher value of information than every experiment consistent with the other set of decisions."
8,8,10.1086/716104,Comparison of decisions under unknown experiments,00223808,Journal of Political Economy,129,11,3185-3205,https://api.elsevier.com/content/abstract/scopus_id/85114169821,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85114169821&origin=inward,2021-11-01,False,https://api.elsevier.com/content/search/scopus?cursor=*&count=200&query=ISSN%2800223808%29&date=1990-2021,55605766959,Daniel,Martin,60007363,"Northwestern University, USA",SCOPUS FAILURE,SCOPUS FAILURE,SCOPUS FAILURE,Martin D.,"© 2021 The University of Chicago. All rights reserved.We take the perspective of an econometrician who wants to determine which of two experiments provides higher expected utility but only knows the decisions under each experiment. To compare these decisions, the econometrician must make inferences about what the experiment might have been for each set of decisions. We provide a necessary and sufficient condition that identifies when every experiment consistent with one set of decisions has a higher value of information than every experiment consistent with the other set of decisions."
9,9,10.1086/715848,Market structure and competition in airline markets,00223808,Journal of Political Economy,129,11,2995-3038,https://api.elsevier.com/content/abstract/scopus_id/85113925322,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85113925322&origin=inward,2021-11-01,False,https://api.elsevier.com/content/search/scopus?cursor=*&count=200&query=ISSN%2800223808%29&date=1990-2021,10139060700,Federico,Ciliberto,60021918,"University of Virginia, USA",SCOPUS FAILURE,"Economic Association) Meetings, the 4th Annual CAPCP (Center for the Study of Auctions, Procurements and Competition Policy) Conference at Penn State University in 2009, the 2011 JAE (Journal of Applied Econometrics) Lecture at Yale, and the 2014 DC IO (Industrial Organization) Conference, where early drafts of this paper were presented. Seminar participants at many institutions provided useful comments. We want to especially thank Ed Hall and the University of Virginia Alliance for Computational Science and Engineering for essential advice and guidance in solving many computational issues. We also acknowledge the generous support of computational resources from XSEDE (Extreme Science and Engineering Discovery Environment) through the Campus Champions program (National Science Foundation–XSEDE grant SES150002). Federico Ciliberto thanks the Center for the Study of Industrial Organization at Northwestern University for sponsoring his visit. Research support from the Bankard Fund for Political Economy and Quantitative Collaborative of the College of Arts and Science at the University of Virginia is gratefully acknowledged. We also thank the editor and reviewers for comments that helped sharpen and improve this paper. Data are provided as supplementary material online. This paper was edited by Ali Hortaçsu.",SCOPUS FAILURE,Ciliberto F.,© 2021 The University of Chicago. All rights reserved.We provide an econometric framework for estimating a game of simultaneous entry and pricing decisions while allowing for correlations between unobserved cost and demand shocks. We use our framework to account for selection in the pricing stage. We estimate the model using data from the US airline industry and find that not accounting for endogenous entry leads to biased estimation of demand elasticities. We simulate a merger between American and US Airways and find that product repositioning and postmerger outcomes depend on how we model the characteristics of the merged firm as a function of the pre-merger firms’ characteristics.
9,9,10.1086/715848,Market structure and competition in airline markets,00223808,Journal of Political Economy,129,11,2995-3038,https://api.elsevier.com/content/abstract/scopus_id/85113925322,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85113925322&origin=inward,2021-11-01,False,https://api.elsevier.com/content/search/scopus?cursor=*&count=200&query=ISSN%2800223808%29&date=1990-2021,57201978663,Charles,Murry,60031117,"Boston College, USA",SCOPUS FAILURE,"Economic Association) Meetings, the 4th Annual CAPCP (Center for the Study of Auctions, Procurements and Competition Policy) Conference at Penn State University in 2009, the 2011 JAE (Journal of Applied Econometrics) Lecture at Yale, and the 2014 DC IO (Industrial Organization) Conference, where early drafts of this paper were presented. Seminar participants at many institutions provided useful comments. We want to especially thank Ed Hall and the University of Virginia Alliance for Computational Science and Engineering for essential advice and guidance in solving many computational issues. We also acknowledge the generous support of computational resources from XSEDE (Extreme Science and Engineering Discovery Environment) through the Campus Champions program (National Science Foundation–XSEDE grant SES150002). Federico Ciliberto thanks the Center for the Study of Industrial Organization at Northwestern University for sponsoring his visit. Research support from the Bankard Fund for Political Economy and Quantitative Collaborative of the College of Arts and Science at the University of Virginia is gratefully acknowledged. We also thank the editor and reviewers for comments that helped sharpen and improve this paper. Data are provided as supplementary material online. This paper was edited by Ali Hortaçsu.",SCOPUS FAILURE,Murry C.,© 2021 The University of Chicago. All rights reserved.We provide an econometric framework for estimating a game of simultaneous entry and pricing decisions while allowing for correlations between unobserved cost and demand shocks. We use our framework to account for selection in the pricing stage. We estimate the model using data from the US airline industry and find that not accounting for endogenous entry leads to biased estimation of demand elasticities. We simulate a merger between American and US Airways and find that product repositioning and postmerger outcomes depend on how we model the characteristics of the merged firm as a function of the pre-merger firms’ characteristics.
9,9,10.1086/715848,Market structure and competition in airline markets,00223808,Journal of Political Economy,129,11,2995-3038,https://api.elsevier.com/content/abstract/scopus_id/85113925322,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85113925322&origin=inward,2021-11-01,False,https://api.elsevier.com/content/search/scopus?cursor=*&count=200&query=ISSN%2800223808%29&date=1990-2021,6603618593,Elie,Tamer,60009982,"Harvard University, USA",SCOPUS FAILURE,"Economic Association) Meetings, the 4th Annual CAPCP (Center for the Study of Auctions, Procurements and Competition Policy) Conference at Penn State University in 2009, the 2011 JAE (Journal of Applied Econometrics) Lecture at Yale, and the 2014 DC IO (Industrial Organization) Conference, where early drafts of this paper were presented. Seminar participants at many institutions provided useful comments. We want to especially thank Ed Hall and the University of Virginia Alliance for Computational Science and Engineering for essential advice and guidance in solving many computational issues. We also acknowledge the generous support of computational resources from XSEDE (Extreme Science and Engineering Discovery Environment) through the Campus Champions program (National Science Foundation–XSEDE grant SES150002). Federico Ciliberto thanks the Center for the Study of Industrial Organization at Northwestern University for sponsoring his visit. Research support from the Bankard Fund for Political Economy and Quantitative Collaborative of the College of Arts and Science at the University of Virginia is gratefully acknowledged. We also thank the editor and reviewers for comments that helped sharpen and improve this paper. Data are provided as supplementary material online. This paper was edited by Ali Hortaçsu.",SCOPUS FAILURE,Tamer E.,© 2021 The University of Chicago. All rights reserved.We provide an econometric framework for estimating a game of simultaneous entry and pricing decisions while allowing for correlations between unobserved cost and demand shocks. We use our framework to account for selection in the pricing stage. We estimate the model using data from the US airline industry and find that not accounting for endogenous entry leads to biased estimation of demand elasticities. We simulate a merger between American and US Airways and find that product repositioning and postmerger outcomes depend on how we model the characteristics of the merged firm as a function of the pre-merger firms’ characteristics.
10,10,10.1086/715850,The power of referential advice,00223808,Journal of Political Economy,129,11,3073-3140,https://api.elsevier.com/content/abstract/scopus_id/85113726608,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85113726608&origin=inward,2021-11-01,False,https://api.elsevier.com/content/search/scopus?cursor=*&count=200&query=ISSN%2800223808%29&date=1990-2021,22833408300,Steven,Callander,60012708,"Stanford University, USA",SCOPUS FAILURE,"We thank Arjada Bardhi, Dirk Bergemann, Ben Brooks, Wouter Dessein, Marina Halac, Gilat Levy, Meg Meyer, David Myatt, Motty Perry, Andrea Prat, Luis Rayo, Daniel Seidmann, Joel Sobel, Bruno Strulovici, Ashutosh Thakur, and Eray Turkel as well as participants at various conferences and seminars, an editor, and three referees for their comments and suggestions. Lambert thanks Microsoft Research and the Cowles Foundation at Yale University for their hospitality and financial support. This paper was edited by Emir Kamenica.",SCOPUS FAILURE,Callander S.,"© 2021 The University of Chicago. All rights reserved.Expert advice often extends beyond a simple recommendation, including information about alternative options. To explore the role of this referential advice, we enrich the expert’s informational advantage in a canonical model of communication with hard information. We show that when constructed just right, referential advice dissuades the decision maker from choosing options other than the recommendation, thereby making the recommendation itself more persuasive. We identify an equilibrium in which, with probability 1, the expert is strictly better off providing referential advice than she is in any equilibrium in which she provides a recommendation alone."
10,10,10.1086/715850,The power of referential advice,00223808,Journal of Political Economy,129,11,3073-3140,https://api.elsevier.com/content/abstract/scopus_id/85113726608,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85113726608&origin=inward,2021-11-01,False,https://api.elsevier.com/content/search/scopus?cursor=*&count=200&query=ISSN%2800223808%29&date=1990-2021,23008802000,Nicolas S.,Lambert,60022195,"Massachusetts Institute of Technology, USA",SCOPUS FAILURE,"We thank Arjada Bardhi, Dirk Bergemann, Ben Brooks, Wouter Dessein, Marina Halac, Gilat Levy, Meg Meyer, David Myatt, Motty Perry, Andrea Prat, Luis Rayo, Daniel Seidmann, Joel Sobel, Bruno Strulovici, Ashutosh Thakur, and Eray Turkel as well as participants at various conferences and seminars, an editor, and three referees for their comments and suggestions. Lambert thanks Microsoft Research and the Cowles Foundation at Yale University for their hospitality and financial support. This paper was edited by Emir Kamenica.",SCOPUS FAILURE,Lambert N.S.,"© 2021 The University of Chicago. All rights reserved.Expert advice often extends beyond a simple recommendation, including information about alternative options. To explore the role of this referential advice, we enrich the expert’s informational advantage in a canonical model of communication with hard information. We show that when constructed just right, referential advice dissuades the decision maker from choosing options other than the recommendation, thereby making the recommendation itself more persuasive. We identify an equilibrium in which, with probability 1, the expert is strictly better off providing referential advice than she is in any equilibrium in which she provides a recommendation alone."
