title,year,author
Adverse Selection in Durable Goods Markets,1999,"['Hendel, Igal', 'Lizzeri, Alessandro']"
The Effect of Price Advertising on Prices: Evidence in the Wake of 44 Liquormart,1999,"['Milyo, Jeffrey', 'Waldfogel, Joel']"
"Rents, Competition, and Corruption",1999,"['Ades, Alberto', 'Di Tella, Rafael']"
Measuring Duopoly Power in the British Electricity Spot Market,1999,"['Wolfram, Catherine D.']"
Unequal Treatment of Identical Agents in Cournot Equilibrium,1999,"['Salant, Stephen W.', 'Shaffer, Greg']"
The Market for Evaluations,1999,"['Avery, Christopher', 'Resnick, Paul', 'Zeckhauser, Richard']"
What's in a Name? Reputation as a Tradeable Asset,1999,"['Tadelis, Steven']"
Voluntary Export Restraints on Automobiles: Evaluating a Trade Policy,1999,"['Berry, Steven', 'Levinsohn, James', 'Pakes, Ariel']"
"Policy Burdens, Accountability, and the Soft Budget Constraint",1999,"['Lin, Justin Yifu', 'Tan, Guofu']"
Decomposition of Productivity and Unit Costs,1999,"['Corrado, Carol', 'Slifman, Lawrence']"
The Geographic Concentration of Industry: Does Natural Advantage Explain Agglomeration?,1999,"['Ellison, Glenn', 'Glaeser, Edward L.']"
Workers Are More Productive in Large Firms,1999,"['Idson, Todd L.', 'Oi, Walter Y.']"
"Examining the Employer-Size Wage Premium in the Manufacturing, Retail Trade, and Service Industries Using Employer-Employee Matched Data",1999,"['Bayard, Kimberly', 'Troske, Kenneth R.']"
"Productivity Differences across Employers: The Roles of Employer Size, Age, and Human Capital",1999,"['Haltiwanger, John C.', 'Lane, Julia I.', 'Spletzer, James R.']"
Firm-Size Wage Differentials in Switzerland: Evidence from Job-Changers,1999,"['Winter-Ebmer, Rudolf', 'Zweimuller, Josef']"
Economic Growth: How Good Can It Get?,1999,"['Stafford, Frank P.']"
Overconfidence and Excess Entry: An Experimental Approach,1999,"Camerer, Colin"
Cooperative Investments and the Value of Contracting,1999,"['Che, Yeon-Koo', 'Hausch, Donald B.']"
"The Home Market, Trade, and Industrial Structure",1998,"['Davis, Donald R.']"
Patent Litigation as an Information-Transmission Mechanism,1998,"['Choi, Jay Pil']"
Anticompetitive Vertical Integration by a Dominant Firm,1998,"['Riordan, Michael H.']"
Ambiguity Aversion and Incompleteness of Contractual Form,1998,"['Mukerji, Sujoy']"
The Rise and Fall of Bank Control in the United States: 1890-1939,1998,"['Simon, Miguel Cantillo']"
Incomplete Contracts and Strategic Ambiguity,1998,"['Bernheim, B. Douglas', 'Whinston, Michael D.']"
"Noncooperative Bargaining, Hostages, and Optimal Asset Ownership",1998,"['Chiu, Y. Stephen']"
Financial Dependence and Growth,1998,"['Rajan, Raghuram G.', 'Zingales, Luigi']"
"Partnerships, Corporations, and the Theory of the Firm",1998,"['Lamoreaux, Naomi R.']"
"Survival and Size Mobility among the World's Largest 100 Industrial Corporations, 1912-1995",1998,"['Hannah, Leslie']"
Common Agency Contracting and the Emergence of 'Open Science' Institutions,1998,"['David, Paul A.']"
Intellectual Human Capital and the Birth of U.S. Biotechnology Enterprises,1998,"['Zucker, Lynne G.', 'Darby, Michael R.', 'Brewer, Marilynn B.']"
Interactions between the Seasonal and Business Cycles in Production and Inventories,1997,"['Cecchetti, Stephen G.', 'Kashyap, Anil K.', 'Wilcox, David W.']"
Generics and New Goods in Pharmaceutical Price Indexes: Comment,1997,"['Feenstra, Robert C.']"
Transaction Costs and Price Volatility: Evidence from Commission Deregulation,1997,"['Jones, Charles M.', 'Seguin, Paul J.']"
Public Policy towards R&D in Oligopolistic Industries,1997,"['Leahy, Dermot', 'Neary, J. Peter']"
Demand Uncertainty and Price Maintenance: Markdowns as Destructive Competition,1997,"['Deneckere, Raymond', 'Marvel, Howard P.', 'Peck, James']"
Competition or Compensation: Supplier Incentives under the American and Japanese Subcontracting Systems,1997,"['Taylor, Curtis R.', 'Wiggins, Steven N.']"
Privatization in Eastern Germany: Management Selection and Economic Transition,1997,"['Dyck, I. J. Alexander']"
The Decision to Export in Colombia: An Empirical Model of Entry with Sunk Costs,1997,"['Roberts, Mark J.', 'Tybout, James R.']"
The Effects of Human Resource Management Practices on Productivity: A Study of Steel Finishing Lines,1997,"['Ichniowski, Casey', 'Shaw, Kathryn', 'Prennushi, Giovanna']"
The Firm in Economic Theory: A Quiet Revolution,1997,"['Demsetz, Harold']"
"Deregulation, the Evolution of Corporate Governance Structure, and Survival",1997,"['Kole, Stacey R.', 'Lehn, Kenneth']"
Vertical Integration as a Self-Enforcing Contractual Arrangement,1997,"Klein, Benjamin"
Power of Incentives in Private versus Public Organizations,1997,"['Dixit, Avinash']"
Valuing Alternative-Fuel Vehicles in Southern California,1997,"['Kazimi, Camilla']"
"Localization Economies, Vertical Organization, and Trade",1996,"['Hanson, Gordon H.']"
Industry Differences in the Persistence of Firm-Specific Returns,1996,"['Waring, Geoffrey F.']"
Staggering and Synchronization in Price-Setting: Evidence from Multiproduct Firms,1996,"['Lach, Saul', 'Tsiddon, Daniel']"
How Wide Is the Border?,1996,"['Engel, Charles', 'Rogers, John H.']"
State Infrastructure and Productive Performance,1996,"['Morrison, Catherine J.', 'Schwartz, Amy Ellen']"
Reciprocal Exchange: A Self-Sustaining System,1996,"['Kranton, Rachel E.']"
Capital-Market Imperfections and Countercyclical Markups: Theory and Evidence,1996,"['Chevalier, Judith A.', 'Scharfstein, David S.']"
On the Dixit-Stiglitz Model of Monopolistic Competition,1996,"[""d'Aspremont, Claude"", 'Dos Santos Ferreira, Rodolphe', 'Gerard-Varet, Louis-Andre']"
"Entry, Exit, Growth, and Innovation over the Product Life Cycle",1996,"Klepper, Steven"
Employee Buyout in a Bargaining Game with Asymmetric Information,1996,"['Ben-Ner, Avner', 'Jun, Byoung']"
"Holdups, Standard Breach Remedies, and Optimal Investment",1996,"['Edlin, Aaron S.', 'Reichelstein, Stefan']"
The Timing and Incidence of Exploratory Drilling on Offshore Wildcat Tracts,1996,"Hendricks, Kenneth"
Do (More and Better) Drugs Keep People Out of Hospitals?,1996,"['Lichtenberg, Frank R.']"
Privatizing School Security at Home and Abroad,1996,"['Kotlikoff, Laurence']"
Social Security Privatization: A Structure for Analysis,1996,"['Mitchell, Olivia S.', 'Zeldes, Stephen P.']"
Strategic Trade Policies with Endogenous Mode of Competition,1996,"['Maggi, Giovanni']"
"Divisionalization, Franchising, and Divestiture Incentives in Oligopoly",1996,"['Baye, Michael R.', 'Crocker, Keith J.', 'Ju, Jiandong']"
"Product Safety: Liability, R&D, and Signaling",1995,"['Daughety, Andrew F.', 'Reinganum, Jennifer F.']"
The Economics of Modern Manufacturing: Comment,1995,"Topkis, Donald M."
The Economics of Modern Manufacturing: Comment,1995,"Bushnell, P. Timothy"
Credible Privatization,1995,"Perotti, Enrico C."
Design Innovation and Fashion Cycles,1995,"['Pesendorfer, Wolfgang']"
Capital Structure and Product-Market Competition: Empirical Evidence from the Supermarket Industry,1995,"['Chevalier, Judith A.']"
Race and Gender Discrimination in Bargaining for a New Car,1995,"['Ayres, Ian', 'Siegelman, Peter']"
Risk Preferences and the Economics of Contracts,1995,"Allen, Douglas W."
On Strategic Commitment: Contracting versus Investment,1995,"Chung, Tai-Yeong"
Incomplete Contracts and the Governance of Complex Contractual Relationships,1995,"Al-Najjar, Nabil I."
Bankruptcy and Pricing Behavior in U.S. Airline Markets,1995,"['Borenstein, Severin', 'Rose, Nancy L.']"
The State Antismoking Campaign and the Industry Response: The Effects of Advertising on Cigarette Consumption in California,1995,"['Hu, Teh-Wei', 'Sung, Hai-Yen', 'Keeler, Theodore E.']"
Privatization and Employment: A Study of the Jute Industry in Bangladesh,1995,"Bhaskar, V."
Cartel Quotas under Majority Rule,1995,"['Cave, Jonathan', 'Salant, Stephen W.']"
Price Discrimination through a Distribution Channel: Theory and Evidence,1994,"['Gerstner, Eitan', 'Hess, James D.', 'Holthausen, Duncan M.']"
Benefits of Narrow Business Strategies,1994,"['Rotemberg, Julio J.', 'Saloner, Garth']"
Generics and New Goods in Pharmaceutical Price Indexes,1994,"['Griliches, Zvi', 'Cockburn, Iain']"
An Empirical Test of the Infant Industry Argument: Comment,1994,"['Harrison, Ann E.']"
The Firm as an Incentive System,1994,"['Holmstrom, Bengt', 'Milgrom, Paul']"
Flexible Manufacturing and Market Structure,1994,"['Eaton, B. Curtis', 'Schmitt, Nicolas']"
Strategic Buyers and Exclusionary Contracts,1994,"['Innes, Robert', 'Sexton, Richard J.']"
"Coordination Economies, Advertising, and Search Behavior in Retail Markets",1994,"['Bagwell, Kyle', 'Ramey, Garey']"
"Chinese Industrial Reform: Accomplishments, Prospects, and Implications",1994,"['Rawski, Thomas G.']"
Chinese Institutional Innovation and Privatization from Below,1994,"['Naughton, Barry']"
"Opportunism in Multilateral Vertical Contracting: Nondiscrimination, Exclusivity, and Uniformity",1994,"['McAfee, R. Preston', 'Schwartz, Marius']"
Vertical Relationships and Competition in Retail Gasoline Markets: Empirical Evidence from Contract Changes in Southern California: Reply,2010,"['Hastings, Justine']"
Does the Basketball Market Believe in the Hot Hand? Comment,1993,"Brown, William O."
Large-Scale Privatization in Transition Economies,1993,"['Laban, Raul', 'Wolf, Holger C.']"
Bounding the Welfare Effects of Third-Degree Price Discrimination,1993,"Malueg, David A."
The Peculiar Scale Economies of Lotto,1993,"['Cook, Philip J.', 'Clotfelter, Charles T.']"
Mergers and Market Power: Evidence from the Airline Industry,1993,"['Kim, E. Han', 'Singal, Vijay']"
Stock Options and the Strategic Use of Managerial Incentives,1993,"['Reitman, David']"
International Comparisons of Price-to-Market Behavior,1993,"['Knetter, Michael M.']"
Production and Inventory Control at the General Motors Corporation during the 1920's and 1930's,1993,"['Kashyap, Anil K.', 'Wilcox, David W.']"
The Aggregate Implications of Machine Replacement: Theory and Evidence,1993,"['Cooper, Russell', 'Haltiwanger, John']"
The Impact on Intangible Capital on Tobin's q in the Semiconductor Industry,1993,"['Megna, Pamela', 'Klock, Mark']"
Applications and Limitations of Some Recent Advances in Empirical Industrial Organization: Price Indexes and the Analysis of Environmental Change,1993,"['Pakes, Ariel', 'Berry, Steven', 'Levinsohn, James A.']"
Optimal Selling Strategies for Oil and Gas Leases with an Informed Buyer,1993,"['Hendricks, Kenneth', 'Porter, Robert H.', 'Tan, Guofo']"
Segment Shifts and Capacity Utilization in the U.S. Automobile Industry,1993,"['Bresnahan, Timothy F.', 'Ramey, Valerie A.']"
Effects of the Change from Rate-of-Return to Price-Cap Regulation,1993,"Braeutigam, Ronald R."
Postdivestiture Long-Distance Competition in the United States,1993,"Taylor, William E."
The Effects of the Breakup of AT&T on Telephone Penetration in the United States,1993,"Hausman, Jerry"
Exclusionary Vertical Restraints Law: Has Economics Mattered?,1993,"['Salop, Steven C.']"
The Current State of the Law and Economics of Predatory Pricing,1993,"['Klevorick, Alvin K.']"
Monopolistic Competition and Optimum Product Diversity: Comment,1993,"['Yang, Xiaokai', 'Heijdra, Ben J.']"
Bargaining versus Price Competition in Markets with Quality Uncertainty,1993,"['Bester, Helmut']"
A Structural Model of Peak-Period Congestion: A Traffic Bottleneck with Elastic Demand,1993,"['Arnott, Richard', 'de Palma, Andre', 'Lindsey, Robin']"
Auctions with Endogenous Valuations: The Persistence of Monopoly Revisited,1993,"['Krishna, Kala']"
Advance-Purchase Discounts and Monopoly Allocation of Capacity,1993,"['Gale, Ian L.', 'Holmes, Thomas J.']"
Incentives for Conservation and Quality-Improvement by Public Utilities,1992,"['Lewis, Tracy R.', 'Sappington, David E. M.']"
Cooperative and Noncooperative R&D in an Oligopoly with Spillovers,1992,"['Suzumura, Kotaro']"
Research Joint Ventures and R&D Cartels,1992,"['Kamien, Morton I.', 'Muller, Eitan', 'Zang, Israel']"
Imperfect Competition and Basing-Point Pricing: Evidence from the Softwood Plywood Industry,1992,"['Gilligan, Thomas W.']"
Equilibrium Product Lines: Competing Head-to-Head May Be Less Competitive,1992,"['Klemperer, Paul']"
"Cooperation, Conflict, and Power in the Absence of Property Rights",1992,"['Skaperdas, Stergios']"
The Institutional Structure of Production,1992,"['Coase, R. H.']"
Equilibrium Vertical Foreclosure: Reply,1992,"Ordover, Janusz A."
Equilibrium Vertical Foreclosure: Comment,1992,"Reiffen, David"
Bidding Rings,1992,"['McAfee, R. Preston', 'McMillan, John']"
The End of a Riveting Experience: Occupational Shifts at Ford after World War II,1992,"['Kossoudji, Sherrie A.', 'Dresser, Laura J.']"
Testing for Price Anomalies in Real-Estate Auctions,1992,"['Ashenfelter, Orley', 'Genesove, David']"
The Use of Straw Men in the Economic Evaluation of Rail Transport Projects,1992,"Kain, John F."
"Ownership Structure, Institutional Organization and Measured X-Efficiency",1992,"['Button, Kenneth J.', 'Weyman-Jones, Thomas G.']"
Regulatory Reform in the European Community,1992,"['Neven, Damien J.']"
Privatization in Russia: Some Lessons from Eastern Europe,1992,"['Sachs, Jeffrey D.']"
Testing the Matching Hypothesis: The Case of Major-League Baseball,1991,"['Chapman, Kenneth S.', 'Southwick, Lawrence, Jr.']"
Explaining Service-Price Differences in International Comparisons,1991,"['Falvey, Rodney E.', 'Gemmell, Norman']"
Naked Exclusion,1991,"['Rasmusen, Eric B.', 'Ramseyer, J. Mark', 'Wiley, John S., Jr.']"
Horizontal Mergers: Reply,1991,"['Farrell, Joseph', 'Shapiro, Carl']"
Horizontal Mergers: Comment,1991,"['Werden, Gregory J.']"
"The Geometry of Supply, Demand, and Competitive Market Structure with Economies of Scope",1991,"['Eaton, B. Curtis', 'Lemche, S. Q.']"
Technological Change and the Boundaries of the Firm,1991,"['Lewis, Tracy R.', 'Sappington, David E. M.']"
A Theory of Channel Price Promotions,1991,"['Gerstner, Eitan', 'Hess, James D.']"
Increasing the Profits of a Subset of Firms in Oligopoly Models with Strategic Substitutes,1991,"Gaudet, Gerard"
Strategic Buyers and the Social Cost of Monopoly,1991,"['Ellingsen, Tore']"
Diversification by Regulated Monopolies and Incentives for Cost-Reducing R&D,1991,"['Palmer, Karen']"
The Determinants of Investment in New Technology,1991,"['Lane, Sarah J.']"
Regulation and the Law of Torts,1991,"['Rose-Ackerman, Susan']"
"The National Aerospace Plane: An American Technological Long Shot, Japanese Style",1991,"['Cohen, Linda R.', 'Edelman, Susan A.', 'Noll, Roger G.']"
Torts and Orbits: The Allocation of the Costs of Accidents Involving Spacecraft,1991,"['Butler, Ann M.', 'Doherty, Neil A.']"
Trading Orbit Spectrum Assignments in the Space Satellite Industry,1991,"Levin, Harvey J."
Providing Earth Observation Data from Space: Economics and Institutions,1991,"['Macauley, Molly K.', 'Toman, Michael A.']"
High and Declining Prices Signal Product Quality,1991,"['Bagwell, Kyle', 'Riordan, Michael H.']"
A Theory of Inefficient Intrafirm Transactions,1991,"['Rotemberg, Julio J.']"
Ex Post Liability for Harm vs. Ex Ante Safety Regulation: Substitutes or Complements?,1990,"Kolstad, Charles D."
Did the Federal Trade Commission's Advertising Substantiation Program Promote More Credible Advertising?,1990,"['Sauer, Raymond D.', 'Leffler, Keith B.']"
Contracts as a Barrier to Entry: Comment,1996,"['Ziss, Steffen']"
The Economics of Modern Manufacturing: Reply,1995,"Milgrom, Paul"
The Housing Market Impacts of Shale Gas Development: Corrigendum,2016,"['Muehlenbachs, Lucija', 'Spiller, Elisheba', 'Timmins, Christopher']"
Monopolistic Competition and Optimum Product Diversity: Reply,1993,"['Dixit, Avinash K.', 'Stiglitz, Joseph E.']"
Input Measurement and Productivity Growth in Japanese and U.S. Manufacturing: Comment,1991,"['Yuhn, Ky-Hyang']"
When Does Coordination Require Centralization? Corrigendum,2008,"['Alonso, Ricardo', 'Dessein, Wouter', 'Matouschek, Niko']"
"Opportunism in Multilateral Vertical Contracting: Nondiscrimination, Exclusivity, and Uniformity: Reply",2004,"['McAfee, R. Preston', 'Schwartz, Marius']"
Naked Exclusion: Reply,2000,"['Rasmusen, Eric B.', 'Ramseyer, J. Mark', 'Wiley, John Shepard, Jr.']"
Corrigendum: Psychological Pressure in Competitive Environments: Evidence from a Randomized Natural Experiment,2011,"['Apesteguia, Jose', 'Palacios-Huerta, Ignacio']"
Effects of Environmental and Land Use Regulation in the Oil and Gas Industry Using the Wyoming Checkerboard as a Natural Experiment: Retraction,2007,"['Gerking, Shelby', 'Morgan, William E.']"
Equilibrium Incentives in Oligopoly: Corrigendum,2006,"['Fershtman, Chaim', 'Judd, Kenneth L.']"
Generics and New Goods in Pharmaceutical Price Indexes: Reply,1997,"['Griliches, Zvi', 'Cockburn, Iain']"
An Empirical Test of the Infant Industry Argument: Reply,1994,"['Krueger, Anne O.', 'Tuncer, Baran']"
Raising Rivals' Costs: Erratum,1991,"['Huang, Haizhou']"
